name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;765;0;372;3067;993;3067;1016;0
header;176;128;176;168;1782;168;1782;128
A;972;189;972;216;993;216;993;189
A;791;288;791;295;796;295;796;288
B;970;875;970;903;991;903;991;875
A;976;1057;976;1057;976;1057;976;1057
C;964;1549;964;1578;985;1578;985;1549
A;941;1816;941;1825;949;1825;949;1816
A;774;1888;774;1893;780;1893;780;1888
A;992;1891;992;1891;992;1891;992;1891
D;964;2231;964;2256;984;2256;984;2231
A;748;2332;748;2339;754;2339;754;2332
A;863;2942;863;2942;863;2942;863;2942
